NUM,OUT_DM,deviation_48H_value,prediction_48H_value,RATIO_6H,RATIO_12H,RATIO_24H,RATIO_32H,RATIO_48H,RATIO_72H,newpeople,weekend,Total_edwin,Eme_edwin,Tra_edwin,Ped_edwin,Total_people,Total_people1,Total_people2,Total_people3,Total_people4,Total_people5,Eme_people,Eme_people1,Eme_people2,Eme_people3,Eme_people4,Eme_people5,Tra_people,Tra_people1,Tra_people2,Tra_people3,Tra_people4,Tra_people5,Ped_people,Ped_people1,Ped_people2,Ped_people3,Ped_people4,Ped_people5,Total_Rbed,Eme_Rbed,Tra_Rbed,Ped_Rbed,Total_Pboard,Eme_Pboard,Tra_Pboard,Ped_Pboard,Total_Fever,Eme_Fever,Tra_Fever,Ped_Fever,Total_Doctor,Eme_Doctor,Tra_Doctor,Ped_Doctor,Occupation_rate
---,------,-------------------,--------------------,--------,---------,---------,---------,---------,---------,---------,-------,-----------,---------,---------,---------,------------,-------------,-------------,-------------,-------------,-------------,----------,-----------,-----------,-----------,-----------,-----------,----------,-----------,-----------,-----------,-----------,-----------,----------,-----------,-----------,-----------,-----------,-----------,----------,--------,--------,--------,------------,----------,----------,----------,-----------,---------,---------,---------,------------,----------,----------,----------,---------------
1,2021-07-27 12:01:00.177,5.1918667722637105E-2,-7.9934912393431756E-2,50.0,39.700000000000003,20.599999999999998,11.799999999999999,1.5,0.0,7,0,0.20499999999999999,0.312,1.222,0.58299999999999996,64,6,20,38,0,0,55,6,18,31,0,0,7,0,1,6,0,0,2,0,1,1,0,0,112,90,10,12,13,12,1,0,16,14,0,2,11,8,2,1,1.038
2,2021-07-27 13:01:00.210,-2.0028952522063659E-2,-0.18030344234023205,46.5,42.299999999999997,25.399999999999999,11.300000000000001,1.4000000000000001,0.0,8,0,0.22600000000000001,0.33900000000000002,1.611,0.58299999999999996,67,7,22,38,0,0,56,7,19,30,0,0,9,0,2,7,0,0,2,0,1,1,0,0,112,90,10,12,17,16,1,0,18,16,0,2,11,8,2,1,1.0569999999999999
3,2021-07-27 14:01:00.203,-0.24154248540030201,-0.32840554041787801,44.399999999999999,43.100000000000001,26.400000000000002,11.1,1.4000000000000001,0.0,3,0,0.214,0.33900000000000002,0.94999999999999996,0.58299999999999996,63,7,21,35,0,0,55,7,19,29,0,0,6,0,1,5,0,0,2,0,1,1,0,0,112,90,10,12,17,17,0,0,18,16,0,2,11,8,2,1,1.038
4,2021-07-27 15:01:00.220,-0.3776222302466109,-0.23444479210830674,47.599999999999994,44.399999999999999,28.599999999999998,12.699999999999999,3.2000000000000002,0.0,1,0,0.16600000000000001,0.26800000000000002,0.65000000000000002,0.33300000000000002,50,4,16,30,0,0,45,4,14,27,0,0,4,0,1,3,0,0,1,0,1,0,0,0,112,90,10,12,17,17,0,0,14,13,0,1,11,8,2,1,0.84899999999999998
5,2021-07-27 16:01:00.240,-0.25854550735561632,0.10475433948246488,41.299999999999997,33.300000000000004,20.599999999999998,9.5,3.2000000000000002,0.0,11,0,0.16500000000000001,0.251,0.84999999999999998,0.66600000000000004,52,4,14,34,0,0,45,4,10,31,0,0,5,0,2,3,0,0,2,0,2,0,0,0,112,90,10,12,14,14,0,0,14,12,0,2,11,8,2,1,0.84899999999999998
6,2021-07-27 17:01:00.230,7.0284966908968766E-2,0.15843427183218781,43.899999999999999,24.600000000000001,15.800000000000001,7.0000000000000009,3.5000000000000004,0.0,4,0,0.16700000000000001,0.25600000000000001,0.84999999999999998,0.66600000000000004,53,4,15,33,1,0,46,4,11,30,1,0,5,0,2,3,0,0,2,0,2,0,0,0,112,90,10,12,14,14,0,0,12,10,0,2,11,8,2,1,0.86799999999999999
7,2021-07-27 18:01:00.247,0.11983287357983435,0.39684841298190698,47.399999999999999,21.099999999999998,15.800000000000001,7.0000000000000009,5.2999999999999998,0.0,5,0,0.13400000000000001,0.20399999999999999,0.80000000000000004,0.33300000000000002,44,2,11,30,1,0,38,2,9,26,1,0,5,0,1,4,0,0,1,0,1,0,0,0,112,90,10,12,13,13,0,0,8,7,0,1,11,8,2,1,0.71699999999999997
8,2021-07-27 19:01:00.233,-0.26597676211940918,-0.19926533376825969,42.0,14.000000000000002,10.0,4.0,4.0,0.0,7,0,0.13200000000000001,0.20599999999999999,0.5,0.58299999999999996,43,2,11,30,0,0,38,2,9,27,0,0,3,0,1,2,0,0,2,0,1,1,0,0,112,90,10,12,13,13,0,0,12,8,2,2,11,8,2,1,0.71699999999999997
9,2021-07-27 20:01:00.257,-3.2206751151418724E-2,-0.11856149668319209,41.699999999999996,12.5,8.3000000000000007,4.2000000000000002,4.2000000000000002,0.0,4,0,0.12,0.19600000000000001,0.34999999999999998,0.25,39,2,10,27,0,0,36,2,9,25,0,0,2,0,1,1,0,0,1,0,0,1,0,0,112,90,10,12,13,13,0,0,13,10,2,1,11,8,2,1,0.67900000000000005
10,2021-07-27 21:01:00.220,-0.15501377401277039,-0.12756495098727072,42.199999999999996,13.300000000000001,8.9000000000000004,6.7000000000000002,4.3999999999999995,0.0,6,0,0.16500000000000001,0.28399999999999997,0.94999999999999996,0.25,38,1,14,23,0,0,32,1,10,21,0,0,5,0,4,1,0,0,1,0,0,1,0,0,112,90,10,12,14,14,0,0,10,7,2,1,8,5,2,1,0.60399999999999998
11,2021-07-27 22:01:00.260,-0.19643658506686967,1.5559681367803585E-2,43.5,17.399999999999999,8.6999999999999993,8.6999999999999993,4.2999999999999998,0.0,9,0,0.189,0.30599999999999999,1.45,0.25,43,1,16,26,0,0,34,1,11,22,0,0,8,0,5,3,0,0,1,0,0,1,0,0,112,90,10,12,15,15,0,0,11,7,3,1,8,5,2,1,0.64200000000000002
12,2021-07-27 23:01:00.247,0.22981388874487022,0.60648927400854169,40.799999999999997,24.5,8.2000000000000011,8.2000000000000011,4.1000000000000005,0.0,6,0,0.19500000000000001,0.35599999999999998,0.90000000000000002,0.0,44,1,16,27,0,0,39,1,13,25,0,0,5,0,3,2,0,0,0,0,0,0,0,0,112,90,10,12,16,16,0,0,10,8,2,0,8,5,2,1,0.73599999999999999
13,2021-07-28 00:01:00.240,-5.2921263753905531E-2,-0.21831991301015119,46.700000000000003,31.100000000000001,8.9000000000000004,8.9000000000000004,4.3999999999999995,0.0,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,90,10,12,0,0,0,0,0,0,0,0,8,5,2,1,0.0
14,2021-07-28 01:01:00.253,-0.13758662834655688,-5.1627117852663967E-2,43.5,30.399999999999999,13.0,8.6999999999999993,4.2999999999999998,0.0,4,0,0.21099999999999999,0.42499999999999999,0.80000000000000004,0.0,43,1,11,31,0,0,38,1,10,27,0,0,5,0,1,4,0,0,0,0,0,0,0,0,112,90,10,12,16,16,0,0,9,8,1,0,7,4,2,1,0.71699999999999997
15,2021-07-28 02:01:00.280,-0.20258865408838964,-0.24568892431529893,40.699999999999996,25.900000000000002,11.1,7.3999999999999995,3.6999999999999997,0.0,9,0,0.26000000000000001,0.50600000000000001,1.05,0.33300000000000002,51,2,18,31,0,0,44,2,14,28,0,0,6,0,3,3,0,0,1,0,1,0,0,0,112,90,10,12,16,16,0,0,11,8,2,1,7,4,2,1,0.82999999999999996
16,2021-07-28 03:01:00.273,-2.8723401401276237E-2,-1.1903163471592166E-2,49.0,28.599999999999998,12.199999999999999,8.2000000000000011,4.1000000000000005,0.0,3,0,0.215,0.41299999999999998,0.90000000000000002,0.33300000000000002,42,2,16,24,0,0,36,2,12,22,0,0,5,0,3,2,0,0,1,0,1,0,0,0,112,90,10,12,15,15,0,0,9,6,2,1,7,4,2,1,0.67900000000000005
17,2021-07-28 04:01:00.257,0.06814388620758445,0.25018656378078663,61.399999999999999,38.600000000000001,13.600000000000001,9.0999999999999996,4.5,0.0,2,0,0.21299999999999999,0.42299999999999999,0.69999999999999996,0.33300000000000002,42,2,15,25,0,0,37,2,12,23,0,0,4,0,2,2,0,0,1,0,1,0,0,0,112,90,10,12,15,15,0,0,10,7,2,1,7,4,2,1,0.69799999999999995
18,2021-07-28 05:01:00.280,-0.14047174868449319,-0.15408016218084672,64.400000000000006,40.0,13.300000000000001,8.9000000000000004,4.3999999999999995,0.0,2,0,0.20100000000000001,0.39600000000000002,0.69999999999999996,0.33300000000000002,39,2,16,21,0,0,34,2,13,19,0,0,4,0,2,2,0,0,1,0,1,0,0,0,112,90,10,12,15,15,0,0,11,8,2,1,7,4,2,1,0.64200000000000002
19,2021-07-28 06:01:00.257,-0.39267852289489352,-0.14418831917677707,72.5,47.5,15.0,10.0,5.0,0.0,1,0,0.188,0.376,0.55000000000000004,0.33300000000000002,36,2,16,18,0,0,32,2,13,17,0,0,3,0,2,1,0,0,1,0,1,0,0,0,112,90,10,12,15,15,0,0,10,7,2,1,7,4,2,1,0.60399999999999998
20,2021-07-28 07:01:00.263,-0.1776695093549909,-1.2716558796363145E-2,83.299999999999997,55.600000000000009,16.699999999999999,11.1,5.6000000000000005,0.0,0,0,0.17499999999999999,0.34599999999999997,0.55000000000000004,0.33300000000000002,34,1,15,18,0,0,30,1,12,17,0,0,3,0,2,1,0,0,1,0,1,0,0,0,112,90,10,12,15,15,0,0,9,6,2,1,7,4,2,1,0.56599999999999995
21,2021-07-28 08:01:00.260,-8.0757157284330375E-2,9.6820386340182224E-2,86.5,54.100000000000001,16.199999999999999,10.800000000000001,5.4000000000000004,0.0,2,0,0.17599999999999999,0.34000000000000002,0.55000000000000004,0.58299999999999996,34,1,16,17,0,0,29,1,13,15,0,0,3,0,2,1,0,0,2,0,1,1,0,0,112,90,10,12,15,15,0,0,11,7,2,2,7,4,2,1,0.54700000000000004
22,2021-07-28 09:01:00.267,-0.21980499843342605,0.02803925846305641,73.799999999999997,57.099999999999994,16.699999999999999,14.299999999999999,4.7999999999999998,0.0,6,0,0.127,0.184,1.0549999999999999,0.58299999999999996,36,1,14,21,0,0,28,1,12,15,0,0,6,0,1,5,0,0,2,0,1,1,0,0,112,90,10,12,15,14,1,0,11,7,2,2,10,7,2,1,0.52800000000000002
23,2021-07-28 10:01:00.277,-6.9809135056364172E-2,4.7938091452717657E-2,64.299999999999997,52.400000000000006,21.399999999999999,14.299999999999999,4.7999999999999998,0.0,5,0,0.125,0.19900000000000001,0.72199999999999998,0.25,35,1,15,19,0,0,30,1,14,15,0,0,4,0,1,3,0,0,1,0,0,1,0,0,112,90,10,12,15,14,1,0,11,8,2,1,10,7,2,1,0.56599999999999995
24,2021-07-28 11:01:00.270,-0.15335425473694475,-0.11045764882005357,50.0,47.799999999999997,21.699999999999999,10.9,2.1999999999999997,0.0,6,0,0.14399999999999999,0.23000000000000001,0.77700000000000002,0.33300000000000002,40,2,18,20,0,0,35,2,15,18,0,0,4,0,2,2,0,0,1,0,1,0,0,0,112,90,10,12,14,13,1,0,9,9,0,0,10,7,2,1,0.66000000000000003
25,2021-07-28 12:01:00.280,-0.12936716237819981,-2.5900148428170122E-3,43.399999999999999,39.600000000000001,18.899999999999999,7.5,1.8999999999999999,0.0,12,0,0.13900000000000001,0.216,0.69999999999999996,0.58299999999999996,44,1,16,24,0,3,38,1,13,21,0,3,4,0,2,2,0,0,2,0,1,1,0,0,112,90,10,12,9,9,0,0,12,11,0,1,10,7,2,1,0.71699999999999997
26,2021-07-28 13:01:00.283,-7.1012043627600219E-2,1.9746797823873598E-2,36.700000000000003,36.700000000000003,22.400000000000002,8.2000000000000011,4.1000000000000005,0.0,3,0,0.14299999999999999,0.217,0.84999999999999998,0.58299999999999996,44,1,15,25,0,3,37,1,12,21,0,3,5,0,2,3,0,0,2,0,1,1,0,0,112,90,10,12,12,12,0,0,11,10,0,1,10,7,2,1,0.69799999999999995
27,2021-07-28 14:01:00.293,-0.26390333457271214,-7.9909080889443207E-2,33.300000000000004,29.599999999999998,18.5,5.6000000000000005,3.6999999999999997,0.0,9,0,0.151,0.247,0.65000000000000002,0.25,46,1,17,26,0,2,41,1,16,22,0,2,4,0,1,3,0,0,1,0,0,1,0,0,112,90,10,12,11,11,0,0,13,12,0,1,10,7,2,1,0.77400000000000002
28,2021-07-28 15:01:00.303,-6.7874327296217826E-3,0.3376506027048557,30.199999999999999,26.400000000000002,17.0,5.7000000000000002,3.7999999999999998,0.0,7,0,0.14799999999999999,0.24299999999999999,0.59999999999999998,0.25,45,1,16,28,0,0,40,1,16,23,0,0,4,0,0,4,0,0,1,0,0,1,0,0,112,90,10,12,9,9,0,0,12,10,1,1,10,7,2,1,0.755
29,2021-07-28 16:01:00.287,-6.0028936453808121E-2,5.4882153656069688E-2,34.0,23.400000000000002,17.0,4.2999999999999998,2.1000000000000001,0.0,2,0,0.11899999999999999,0.20999999999999999,0.0,0.25,36,0,16,20,0,0,35,0,16,19,0,0,0,0,0,0,0,0,1,0,0,1,0,0,112,90,10,12,8,8,0,0,9,8,0,1,10,7,2,1,0.66000000000000003
30,2021-07-28 17:01:00.300,-0.12850663166704684,-7.6999644167950909E-2,38.100000000000001,21.399999999999999,14.299999999999999,4.7999999999999998,2.3999999999999999,0.0,6,0,0.11700000000000001,0.189,0.40000000000000002,0.41599999999999998,36,0,17,17,1,1,32,0,15,16,0,1,2,0,2,0,0,0,2,0,0,1,1,0,112,90,10,12,8,8,0,0,9,8,0,1,10,7,2,1,0.60399999999999998
31,2021-07-28 18:01:00.297,7.5125028718372705E-2,8.3341171767741237E-2,34.100000000000001,13.600000000000001,9.0999999999999996,4.5,2.2999999999999998,0.0,4,0,0.13500000000000001,0.215,0.75,0.25,40,0,17,23,0,0,35,0,14,21,0,0,4,0,3,1,0,0,1,0,0,1,0,0,112,90,10,12,11,11,0,0,11,10,0,1,10,7,2,1,0.66000000000000003
32,2021-07-28 19:01:00.303,-0.29434557346906209,-0.24804832032759105,34.899999999999999,11.600000000000001,9.3000000000000007,4.7000000000000002,2.2999999999999998,0.0,3,0,0.10100000000000001,0.17199999999999999,0.34999999999999998,0.0,31,0,12,19,0,0,29,0,11,18,0,0,2,0,1,1,0,0,0,0,0,0,0,0,112,90,10,12,9,9,0,0,8,8,0,0,10,7,2,1,0.54700000000000004
33,2021-07-28 20:01:00.310,-0.29189462736091454,-0.16295487903559427,30.0,10.0,7.5,2.5,0.0,0.0,9,0,0.10100000000000001,0.17100000000000001,0.20000000000000001,0.33300000000000002,32,0,11,20,0,1,30,0,9,20,0,1,1,0,1,0,0,0,1,0,1,0,0,0,112,90,10,12,9,9,0,0,10,9,0,1,10,7,2,1,0.56599999999999995
34,2021-07-28 21:01:00.320,-7.3565762202591867E-2,2.3765844271699157E-2,25.0,6.8000000000000007,6.8000000000000007,0.0,0.0,0.0,10,0,0.16400000000000001,0.27500000000000002,0.65000000000000002,0.91600000000000004,40,0,13,27,0,0,33,0,10,23,0,0,4,0,1,3,0,0,3,0,2,1,0,0,112,90,10,12,11,11,0,0,14,11,1,2,8,5,2,1,0.623
35,2021-07-28 22:01:00.347,0.18671490021933448,0.36261547553572843,29.399999999999999,7.7999999999999998,5.8999999999999995,0.0,0.0,0.0,10,0,0.157,0.26800000000000002,0.65000000000000002,0.66600000000000004,37,0,16,21,0,0,31,0,13,18,0,0,4,0,1,3,0,0,2,0,2,0,0,0,112,90,10,12,11,11,0,0,12,10,0,2,8,5,2,1,0.58499999999999996
36,2021-07-28 23:01:00.337,0.17958577772255982,0.2302931447711202,34.899999999999999,7.0000000000000009,2.2999999999999998,0.0,0.0,0.0,5,0,0.14799999999999999,0.248,0.69999999999999996,0.66600000000000004,34,1,15,18,0,0,28,1,11,16,0,0,4,0,2,2,0,0,2,0,2,0,0,0,112,90,10,12,12,12,0,0,12,10,0,2,8,5,2,1,0.52800000000000002
37,2021-07-29 00:01:00.300,-0.21170188001335247,-0.36538382374568146,34.100000000000001,6.8000000000000007,2.2999999999999998,0.0,0.0,0.0,9,0,0.14799999999999999,0.28499999999999998,0.20000000000000001,0.33300000000000002,35,1,14,17,0,3,33,1,12,17,0,3,1,0,1,0,0,0,1,0,1,0,0,0,112,90,10,12,15,15,0,0,11,10,0,1,8,5,2,1,0.623
38,2021-07-29 01:01:00.360,-4.3595549849640314E-2,-5.4079666844597189E-2,31.800000000000001,6.8000000000000007,2.2999999999999998,0.0,0.0,0.0,6,0,0.17100000000000001,0.34000000000000002,0.34999999999999998,0.58299999999999996,34,1,15,18,0,0,30,1,13,16,0,0,2,0,1,1,0,0,2,0,1,1,0,0,112,90,10,12,13,13,0,0,11,9,1,1,7,4,2,1,0.56599999999999995
39,2021-07-29 02:01:00.370,-1.5676346430568283E-2,0.14236841786526794,40.0,12.5,2.5,0.0,0.0,0.0,4,0,0.161,0.308,0.5,0.58299999999999996,32,1,16,14,0,1,27,1,14,11,0,1,3,0,1,2,0,0,2,0,1,1,0,0,112,90,10,12,13,13,0,0,11,9,1,1,7,4,2,1,0.50900000000000001
40,2021-07-29 03:01:00.327,-6.7896284540440083E-2,-3.052043302159857E-3,51.399999999999999,22.900000000000002,2.9000000000000004,0.0,0.0,0.0,4,0,0.17399999999999999,0.33800000000000002,0.5,0.58299999999999996,33,1,19,13,0,0,28,1,17,10,0,0,3,0,1,2,0,0,2,0,1,1,0,0,112,90,10,12,14,14,0,0,11,9,1,1,7,4,2,1,0.52800000000000002
41,2021-07-29 04:01:00.330,-4.1866631549331651E-2,-9.0731121030732192E-2,52.800000000000004,33.300000000000004,2.8000000000000003,0.0,0.0,0.0,3,0,0.154,0.32500000000000001,0.34999999999999998,0.0,29,1,17,11,0,0,27,1,16,10,0,0,2,0,1,1,0,0,0,0,0,0,0,0,112,90,10,12,14,14,0,0,10,9,1,0,7,4,2,1,0.50900000000000001
42,2021-07-29 05:01:00.330,-0.26129286095114901,-0.21229586565857211,59.399999999999999,43.799999999999997,3.1000000000000001,3.1000000000000001,0.0,0.0,2,0,0.16400000000000001,0.33500000000000002,0.34999999999999998,0.33300000000000002,31,1,18,12,0,0,28,1,16,11,0,0,2,0,1,1,0,0,1,0,1,0,0,0,112,90,10,12,14,14,0,0,11,9,1,1,7,4,2,1,0.52800000000000002
43,2021-07-29 06:01:00.330,-0.19615380778785307,-1.3885997403036199E-2,63.299999999999997,46.700000000000003,3.3000000000000003,3.3000000000000003,0.0,0.0,0,0,0.14099999999999999,0.28199999999999997,0.34999999999999998,0.33300000000000002,27,1,14,12,0,0,24,1,12,11,0,0,2,0,1,1,0,0,1,0,1,0,0,0,112,90,10,12,14,14,0,0,10,8,1,1,7,4,2,1,0.45300000000000001
44,2021-07-29 07:01:00.337,-0.15745524620326862,-0.10215712307240475,75.900000000000006,48.299999999999997,3.4000000000000004,3.4000000000000004,0.0,0.0,1,0,0.14699999999999999,0.29599999999999999,0.34999999999999998,0.33300000000000002,28,1,15,12,0,0,25,1,13,11,0,0,2,0,1,1,0,0,1,0,1,0,0,0,112,90,10,12,14,14,0,0,10,8,1,1,7,4,2,1,0.47199999999999998
45,2021-07-29 08:01:00.380,-0.1760469814778759,-6.0087625540214754E-2,69.699999999999989,45.5,3.0,3.0,0.0,0.0,4,0,0.154,0.30499999999999999,0.65000000000000002,0.0,31,1,15,13,0,2,27,1,14,10,0,2,4,0,1,3,0,0,0,0,0,0,0,0,112,90,10,12,14,14,0,0,10,9,1,0,7,4,2,1,0.50900000000000001
46,2021-07-29 09:01:00.340,1.2329291570015277E-2,0.20268073288293856,65.700000000000003,48.600000000000001,2.9000000000000004,2.9000000000000004,0.0,0.0,2,0,0.122,0.185,1.05,0.0,32,1,18,13,0,0,26,1,15,10,0,0,6,0,3,3,0,0,0,0,0,0,0,0,112,90,10,12,17,17,0,0,11,9,2,0,10,7,2,1,0.49099999999999999
47,2021-07-29 10:01:00.357,-0.19549055712603103,-0.18608848424712648,54.500000000000007,38.600000000000001,4.5,2.2999999999999998,0.0,0.0,9,0,0.14799999999999999,0.246,0.77700000000000002,0.0,39,2,19,18,0,0,35,2,17,16,0,0,4,0,2,2,0,0,0,0,0,0,0,0,112,90,10,12,18,17,1,0,10,9,1,0,10,7,2,1,0.66000000000000003
48,2021-07-29 11:01:00.380,8.9020504005048434E-2,0.16600543438088294,43.399999999999999,34.0,3.7999999999999998,0.0,0.0,0.0,11,0,0.17299999999999999,0.26900000000000002,1.1499999999999999,0.33300000000000002,47,2,20,24,0,1,39,2,17,19,0,1,7,0,2,5,0,0,1,0,1,0,0,0,112,90,10,12,18,18,0,0,13,12,1,0,10,7,2,1,0.73599999999999999
49,2021-07-29 12:01:00.383,8.5964206402543819E-2,0.1308894745566383,35.5,27.400000000000002,3.2000000000000002,0.0,0.0,0.0,15,0,0.191,0.29499999999999998,1.3500000000000001,0.33300000000000002,53,2,23,27,0,1,44,2,19,22,0,1,8,0,3,5,0,0,1,0,1,0,0,0,112,90,10,12,16,16,0,0,15,14,1,0,10,7,2,1,0.82999999999999996
50,2021-07-29 13:01:00.373,0.10273926875366046,0.17544086744808668,35.5,27.400000000000002,3.2000000000000002,0.0,0.0,0.0,5,0,0.21099999999999999,0.33000000000000002,1.3999999999999999,0.33300000000000002,57,3,24,30,0,0,48,3,19,26,0,0,8,0,4,4,0,0,1,0,1,0,0,0,112,90,10,12,17,17,0,0,17,16,1,0,10,7,2,1,0.90600000000000003
51,2021-07-29 14:01:00.400,-8.5858967777142109E-2,0.02574047625392295,37.100000000000001,30.599999999999998,6.5,0.0,0.0,0.0,6,0,0.17100000000000001,0.28199999999999997,0.69999999999999996,0.33300000000000002,48,2,22,24,0,0,43,2,19,22,0,0,4,0,2,2,0,0,1,0,1,0,0,0,112,90,10,12,13,13,0,0,16,15,1,0,10,7,2,1,0.81100000000000005
52,2021-07-29 15:01:00.397,-0.32771369963483832,-0.47718261536682016,35.099999999999994,29.799999999999997,8.7999999999999989,0.0,0.0,0.0,9,0,0.159,0.26800000000000002,0.59999999999999998,0.0,48,3,15,29,1,0,45,2,14,28,1,0,3,1,1,1,0,0,0,0,0,0,0,0,112,90,10,12,9,9,0,0,16,15,1,0,10,7,2,1,0.84899999999999998
53,2021-07-29 16:01:00.390,6.8623126984988334E-2,0.18336926091114375,35.199999999999996,24.099999999999998,9.3000000000000007,0.0,0.0,0.0,4,0,0.152,0.24099999999999999,0.90000000000000002,0.25,45,3,15,27,0,0,39,2,14,23,0,0,5,1,1,3,0,0,1,0,0,1,0,0,112,90,10,12,10,10,0,0,18,15,2,1,10,7,2,1,0.73599999999999999
54,2021-07-29 17:01:00.383,-0.10211508673803678,-8.3804569622407427E-2,38.0,20.0,8.0,0.0,0.0,0.0,6,0,0.14599999999999999,0.223,1.05,0.25,45,3,13,29,0,0,38,2,12,24,0,0,6,1,1,4,0,0,1,0,0,1,0,0,112,90,10,12,7,7,0,0,17,14,2,1,10,7,2,1,0.71699999999999997
55,2021-07-29 18:01:00.393,-7.7150722776001962E-2,-8.4529158876256047E-2,46.200000000000003,15.4,3.7999999999999998,1.8999999999999999,0.0,0.0,5,0,0.14699999999999999,0.22900000000000001,0.94999999999999996,0.25,45,3,11,31,0,0,39,2,9,28,0,0,5,1,2,2,0,0,1,0,0,1,0,0,112,90,10,12,9,9,0,0,17,14,2,1,10,7,2,1,0.73599999999999999
56,2021-07-29 19:01:00.407,-0.10007111048506113,3.2790470017882017E-3,39.600000000000001,9.4000000000000004,1.8999999999999999,1.8999999999999999,0.0,0.0,7,0,0.14799999999999999,0.23000000000000001,1.1000000000000001,0.0,44,3,10,31,0,0,38,2,8,28,0,0,6,1,2,3,0,0,0,0,0,0,0,0,112,90,10,12,12,12,0,0,13,11,2,0,10,7,2,1,0.71699999999999997
57,2021-07-29 20:01:00.400,-4.5037123965656158E-2,1.1030511267341878E-2,38.299999999999997,8.5,2.1000000000000001,2.1000000000000001,0.0,0.0,2,0,0.13100000000000001,0.216,0.5,0.25,39,3,8,28,0,0,35,3,7,25,0,0,3,0,1,2,0,0,1,0,0,1,0,0,112,90,10,12,12,12,0,0,12,10,1,1,10,7,2,1,0.66000000000000003
58,2021-07-29 21:01:00.453,-5.4856687538098359E-2,0.11896522911057456,37.200000000000003,9.3000000000000007,2.2999999999999998,2.2999999999999998,0.0,0.0,6,0,0.14699999999999999,0.26700000000000002,0.34999999999999998,0.58299999999999996,34,2,7,25,0,0,30,2,5,23,0,0,2,0,1,1,0,0,2,0,1,1,0,0,112,90,10,12,16,16,0,0,10,9,0,1,8,5,2,1,0.56599999999999995
59,2021-07-29 22:01:00.430,-0.28160344847865992,-0.42268768812678303,25.600000000000001,4.7000000000000002,2.2999999999999998,2.2999999999999998,0.0,0.0,11,0,0.161,0.27000000000000002,0.84999999999999998,0.58299999999999996,38,2,6,30,0,0,31,2,3,26,0,0,5,0,2,3,0,0,2,0,1,1,0,0,112,90,10,12,16,16,0,0,11,9,1,1,8,5,2,1,0.58499999999999996
60,2021-07-29 23:01:00.457,2.1847471809798596E-2,-2.5356462644331668E-2,32.600000000000001,9.3000000000000007,2.2999999999999998,2.2999999999999998,0.0,0.0,3,0,0.153,0.27300000000000002,0.69999999999999996,0.25,36,2,5,29,0,0,31,2,3,26,0,0,4,0,2,2,0,0,1,0,0,1,0,0,112,90,10,12,17,17,0,0,10,9,0,1,8,5,2,1,0.58499999999999996
61,2021-07-30 00:01:00.423,-0.14400094106252706,-2.9109142167564883E-3,37.799999999999997,13.5,2.7000000000000002,2.7000000000000002,0.0,0.0,4,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,90,10,12,0,0,0,0,0,0,0,0,8,5,2,1,0.0
62,2021-07-30 01:01:00.423,-0.34820561724054611,-0.30642555472939054,40.5,13.5,2.7000000000000002,2.7000000000000002,0.0,0.0,4,0,0.184,0.373,0.55000000000000004,0.25,36,2,8,26,0,0,32,2,6,24,0,0,3,0,2,1,0,0,1,0,0,1,0,0,112,90,10,12,19,19,0,0,11,10,0,1,7,4,2,1,0.60399999999999998
63,2021-07-30 02:01:00.430,-0.19940090706782393,-0.10311300797837465,47.099999999999994,17.599999999999998,5.8999999999999995,2.9000000000000004,0.0,0.0,2,0,0.16200000000000001,0.32000000000000001,0.75,0.0,31,2,9,20,0,0,27,2,6,19,0,0,4,0,3,1,0,0,0,0,0,0,0,0,112,90,10,12,19,19,0,0,11,11,0,0,7,4,2,1,0.50900000000000001
64,2021-07-30 03:01:00.427,-0.08539236383038698,5.3088893112502256E-2,51.399999999999999,21.600000000000001,5.4000000000000004,2.7000000000000002,0.0,0.0,3,0,0.16200000000000001,0.309,0.90000000000000002,0.0,31,2,9,20,0,0,26,2,6,18,0,0,5,0,3,2,0,0,0,0,0,0,0,0,112,90,10,12,19,19,0,0,10,10,0,0,7,4,2,1,0.49099999999999999
65,2021-07-30 04:01:00.433,-1.2477675035633962E-4,0.18710395004570352,60.0,22.900000000000002,5.7000000000000002,2.9000000000000004,0.0,0.0,4,0,0.156,0.32800000000000001,0.44400000000000001,0.0,30,2,6,22,0,0,28,2,4,22,0,0,2,0,2,0,0,0,0,0,0,0,0,0,112,90,10,12,21,20,1,0,13,13,0,0,7,4,2,1,0.52800000000000002
66,2021-07-30 05:01:00.433,-0.1270792847010731,-8.8871245971795521E-2,61.799999999999997,35.299999999999997,5.8999999999999995,2.9000000000000004,0.0,0.0,3,0,0.16700000000000001,0.35299999999999998,0.44400000000000001,0.0,32,2,7,23,0,0,30,2,5,23,0,0,2,0,2,0,0,0,0,0,0,0,0,0,112,90,10,12,21,20,1,0,12,12,0,0,7,4,2,1,0.56599999999999995
