NUM,OUT_DM,deviation_48H_value,prediction_48H_value,RATIO_6H,RATIO_12H,RATIO_24H,RATIO_32H,RATIO_48H,RATIO_72H,newpeople,weekend,Total_edwin,Eme_edwin,Tra_edwin,Ped_edwin,Total_people,Total_people1,Total_people2,Total_people3,Total_people4,Total_people5,Eme_people,Eme_people1,Eme_people2,Eme_people3,Eme_people4,Eme_people5,Tra_people,Tra_people1,Tra_people2,Tra_people3,Tra_people4,Tra_people5,Ped_people,Ped_people1,Ped_people2,Ped_people3,Ped_people4,Ped_people5,Total_Rbed,Eme_Rbed,Tra_Rbed,Ped_Rbed,Total_Pboard,Eme_Pboard,Tra_Pboard,Ped_Pboard,Total_Fever,Eme_Fever,Tra_Fever,Ped_Fever,Total_Doctor,Eme_Doctor,Tra_Doctor,Ped_Doctor,Occupation_rate
2391,2021-11-04 00:55:00.633,6.9950242202723834E-2,9.3848998615970819E-2,44.700000000000003,18.399999999999999,6.6000000000000005,2.6000000000000001,0.0,0.0,5,0,0.40600000000000003,0.95299999999999996,0.5,0.0,65,6,9,50,0,0,62,6,8,48,0,0,3,0,1,2,0,0,0,0,0,0,0,0,112,90,10,12,36,36,0,0,16,16,0,0,7,4,2,1,1.1699999999999999
2392,2021-11-04 01:55:00.613,-6.0444487551616424E-2,4.6875255929158519E-2,52.200000000000003,23.899999999999999,7.5,4.5,0.0,0.0,4,0,0.40400000000000003,0.94899999999999995,0.5,0.0,64,6,11,47,0,0,61,6,10,45,0,0,3,0,1,2,0,0,0,0,0,0,0,0,112,90,10,12,36,36,0,0,16,16,0,0,7,4,2,1,1.151
2393,2021-11-04 02:55:00.207,-0.1234908052872767,-4.5088557269057666E-2,50.700000000000003,21.300000000000001,8.0,5.2999999999999998,0.0,0.0,5,0,0.38400000000000001,0.95599999999999996,0.0,0.0,59,6,10,43,0,0,59,6,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,90,10,12,38,38,0,0,16,16,0,0,7,4,2,1,1.113
2394,2021-11-04 03:55:00.300,1.7862207443422685E-2,4.1245111006084897E-2,63.100000000000001,32.300000000000004,9.1999999999999993,6.2000000000000002,0.0,0.0,0,0,0.39700000000000002,0.995,0.0,0.0,60,6,11,43,0,0,60,6,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,90,10,12,39,39,0,0,16,16,0,0,7,4,2,1,1.1320000000000001
2395,2021-11-04 04:55:00.337,-0.23097300196908951,-0.13155659087603983,71.399999999999991,36.5,11.1,6.2999999999999998,0.0,0.0,3,0,0.41599999999999998,1.004,0.40000000000000002,0.0,63,7,10,46,0,0,61,6,10,45,0,0,2,1,0,1,0,0,0,0,0,0,0,0,112,90,10,12,39,39,0,0,16,16,0,0,7,4,2,1,1.151
2396,2021-11-04 05:55:00.313,-2.2960976896623908E-2,3.2828499050892343E-2,75.0,40.600000000000001,10.9,6.2999999999999998,0.0,0.0,2,0,0.42599999999999999,1.014,0.55000000000000004,0.0,64,8,10,46,0,0,61,7,10,44,0,0,3,1,0,2,0,0,0,0,0,0,0,0,112,90,10,12,39,39,0,0,16,16,0,0,7,4,2,1,1.151
2397,2021-11-04 06:55:00.267,-8.2249563902722006E-2,2.5834904835249917E-2,78.5,49.200000000000003,10.800000000000001,7.7000000000000002,0.0,0.0,2,0,0.42199999999999999,1.01,0.55000000000000004,0.0,62,8,11,43,0,0,59,7,11,41,0,0,3,1,0,2,0,0,0,0,0,0,0,0,112,90,10,12,40,40,0,0,16,16,0,0,7,4,2,1,1.113
2398,2021-11-04 07:55:00.500,-0.23550707834843201,-0.18279513646018411,81.299999999999997,51.600000000000001,10.9,7.7999999999999998,0.0,0.0,0,0,0.42599999999999999,1.024,0.45000000000000001,0.0,65,7,9,49,0,0,62,7,9,46,0,0,3,0,0,3,0,0,0,0,0,0,0,0,112,90,10,12,39,39,0,0,17,17,0,0,7,4,2,1,1.1699999999999999
2399,2021-11-04 08:55:00.590,-3.5399111830698743E-2,0.11614177955254501,78.299999999999997,53.600000000000001,11.600000000000001,7.1999999999999993,0.0,0.0,5,0,0.28799999999999998,0.57399999999999995,0.45000000000000001,0.0,61,6,7,48,0,0,58,6,7,45,0,0,3,0,0,3,0,0,0,0,0,0,0,0,112,90,10,12,42,42,0,0,18,18,0,0,10,7,2,1,1.0940000000000001
2400,2021-11-04 09:55:00.353,-5.9396931935143768E-2,-2.2000246590090304E-2,76.5,58.799999999999997,11.799999999999999,7.3999999999999995,0.0,0.0,5,0,0.315,0.59999999999999998,0.90000000000000002,0.0,68,5,10,53,0,0,62,5,10,47,0,0,6,0,0,6,0,0,0,0,0,0,0,0,112,90,10,12,41,41,0,0,18,18,0,0,10,7,2,1,1.1699999999999999
2401,2021-11-04 10:55:00.473,6.1104467193690261E-2,0.19644721321838454,73.200000000000003,62.0,12.699999999999999,8.5,0.0,0.0,9,0,0.372,0.65200000000000002,1.6499999999999999,0.5,82,5,16,61,0,0,69,5,16,48,0,0,11,0,0,11,0,0,2,0,0,2,0,0,112,90,10,12,39,39,0,0,18,17,0,1,10,7,2,1,1.302
2402,2021-11-04 11:55:00.727,5.9248323673983402E-2,5.4275687794210971E-2,59.299999999999997,52.300000000000004,9.3000000000000007,7.0000000000000009,0.0,0.0,16,0,0.26100000000000001,0.41399999999999998,1.3500000000000001,0.83299999999999996,72,4,19,49,0,0,61,4,15,42,0,0,8,0,3,5,0,0,3,0,1,2,0,0,112,90,10,12,19,19,0,0,14,13,0,1,10,7,2,1,1.151
2403,2021-11-04 12:55:00.357,0.21349452253239631,0.15114152515391971,53.100000000000001,50.600000000000001,13.600000000000001,6.2000000000000002,1.2,0.0,7,0,0.28899999999999998,0.46000000000000002,1.6870000000000001,0.58299999999999996,77,5,22,50,0,0,67,5,18,44,0,0,8,0,3,5,0,0,2,0,1,1,0,0,112,90,10,12,21,19,2,0,14,13,0,1,10,7,2,1,1.264
2404,2021-11-04 13:55:00.857,-0.01710138649414596,6.3445027099813714E-2,49.399999999999999,48.100000000000001,17.299999999999997,6.2000000000000002,1.2,0.0,11,0,0.27600000000000002,0.45300000000000001,1.5,0.25,74,5,20,49,0,0,65,5,17,43,0,0,8,0,3,5,0,0,1,0,0,1,0,0,112,90,10,12,21,20,1,0,13,13,0,0,10,7,2,1,1.226
2405,2021-11-04 14:55:00.473,-1.3038712191217716E-2,-6.7247838877440735E-2,43.899999999999999,43.899999999999999,15.9,6.0999999999999996,2.3999999999999999,0.0,5,0,0.23799999999999999,0.39000000000000001,0.94999999999999996,0.58299999999999996,68,4,19,45,0,0,60,4,17,39,0,0,6,0,1,5,0,0,2,0,1,1,0,0,112,90,10,12,15,15,0,0,12,12,0,0,10,7,2,1,1.1320000000000001
2406,2021-11-04 15:55:00.910,-0.30020665360789822,-0.31200684249407595,39.700000000000003,38.5,14.099999999999998,5.0999999999999996,2.6000000000000001,0.0,8,0,0.19,0.32700000000000001,0.65000000000000002,0.0,55,2,16,37,0,0,51,2,15,34,0,0,4,0,1,3,0,0,0,0,0,0,0,0,112,90,10,12,15,15,0,0,11,11,0,0,10,7,2,1,0.96199999999999997
2407,2021-11-04 16:55:00.630,-4.8137962807386622E-2,-5.2185172682255386E-2,40.799999999999997,36.600000000000001,14.099999999999998,7.0000000000000009,2.8000000000000003,0.0,3,0,0.183,0.29099999999999998,1.05,0.25,55,3,14,38,0,0,47,3,14,30,0,0,7,0,0,7,0,0,1,0,0,1,0,0,112,90,10,12,11,11,0,0,10,9,0,1,10,7,2,1,0.88700000000000001
2408,2021-11-04 17:55:00.917,-4.1029282232301303E-2,5.8477637902671513E-2,42.199999999999996,31.300000000000001,14.099999999999998,6.2999999999999998,4.7000000000000002,0.0,10,0,0.182,0.27500000000000002,1.3,0.5,55,3,15,37,0,0,45,3,13,29,0,0,8,0,2,6,0,0,2,0,0,2,0,0,112,90,10,12,10,10,0,0,9,7,0,2,10,7,2,1,0.84899999999999998
2409,2021-11-04 18:55:00.573,-0.06466334102579116,-5.0962558111752002E-2,38.5,24.600000000000001,18.5,6.2000000000000002,4.5999999999999996,0.0,6,0,0.16900000000000001,0.246,1.45,0.5,49,3,13,33,0,0,38,3,11,24,0,0,9,0,2,7,0,0,2,0,0,2,0,0,112,90,10,12,14,14,0,0,6,4,0,2,10,7,2,1,0.71699999999999997
2410,2021-11-04 19:55:00.687,-5.5403353473050171E-2,1.0973186852407654E-2,38.600000000000001,19.300000000000001,14.000000000000002,3.5000000000000004,3.5000000000000004,0.0,5,0,0.17399999999999999,0.23799999999999999,1.8999999999999999,0.5,50,2,12,36,0,0,36,2,10,24,0,0,12,0,2,10,0,0,2,0,0,2,0,0,112,90,10,12,17,17,0,0,7,6,1,0,10,7,2,1,0.67900000000000005
2411,2021-11-04 20:55:00.673,-0.31468464504060623,-0.28825726055866496,30.0,13.300000000000001,8.3000000000000007,5.0,1.7000000000000002,0.0,7,0,0.20399999999999999,0.35199999999999998,1.2,0.25,45,2,13,30,0,0,36,2,13,21,0,0,8,0,0,8,0,0,1,0,0,1,0,0,112,90,10,12,19,19,0,0,8,7,1,0,8,5,2,1,0.67900000000000005
2412,2021-11-04 21:55:00.837,1.8727468756633187E-2,0.23462161162038381,25.0,11.5,7.7000000000000002,5.8000000000000007,1.8999999999999999,0.0,8,0,0.23100000000000001,0.40500000000000003,1.1659999999999999,0.5,48,3,13,32,0,0,39,3,13,23,0,0,7,0,0,7,0,0,2,0,0,2,0,0,112,90,10,12,24,23,1,0,7,5,1,1,8,5,2,1,0.73599999999999999
2413,2021-11-04 22:55:00.553,1.8916796595454009E-2,0.14664371870680687,25.900000000000002,11.1,11.1,5.6000000000000005,1.8999999999999999,0.0,4,0,0.26700000000000002,0.439,1.444,1.25,53,7,14,31,1,0,41,6,11,23,1,0,8,0,2,6,0,0,4,1,1,2,0,0,112,90,10,12,25,24,1,0,8,5,2,1,8,5,2,1,0.77400000000000002
2414,2021-11-04 23:55:00.963,-5.6855075371270117E-2,4.5636480003153068E-3,34.5,15.5,10.299999999999999,5.2000000000000002,1.7000000000000002,0.0,5,0,0.28299999999999997,0.47999999999999998,1.444,1.083,57,6,13,37,1,0,45,6,10,28,1,0,8,0,2,6,0,0,4,0,1,3,0,0,112,90,10,12,26,25,1,0,9,6,1,2,8,5,2,1,0.84899999999999998
2415,2021-11-05 00:55:01.060,-0.2600117536997647,-0.21539045331203502,33.900000000000006,14.499999999999998,9.7000000000000011,4.7999999999999998,1.6000000000000001,0.0,9,0,0.27900000000000003,0.59299999999999997,0.29999999999999999,0.83299999999999996,49,6,10,32,1,0,44,6,9,28,1,0,2,0,0,2,0,0,3,0,1,2,0,0,112,90,10,12,26,26,0,0,8,7,0,1,7,4,2,1,0.82999999999999996
2416,2021-11-05 01:55:01.027,-6.3651742711646808E-2,-5.3776139285152097E-2,41.5,18.899999999999999,11.300000000000001,5.7000000000000002,1.8999999999999999,0.0,2,0,0.27800000000000002,0.60699999999999998,0.29999999999999999,0.58299999999999996,47,6,13,28,0,0,43,6,12,25,0,0,2,0,0,2,0,0,2,0,1,1,0,0,112,90,10,12,27,27,0,0,5,5,0,0,7,4,2,1,0.81100000000000005
2417,2021-11-05 02:55:00.763,-9.9098868388572334E-2,6.2547268389597899E-2,50.0,18.5,11.1,5.6000000000000005,1.8999999999999999,0.0,4,0,0.27500000000000002,0.62,0.20000000000000001,0.33300000000000002,45,7,13,25,0,0,43,7,11,25,0,0,1,0,1,0,0,0,1,0,1,0,0,0,112,90,10,12,28,28,0,0,6,6,0,0,7,4,2,1,0.81100000000000005
2418,2021-11-05 03:55:00.843,-0.18997949279654297,-0.13647149226333316,66.0,26.0,12.0,6.0,2.0,0.0,4,0,0.28899999999999998,0.64800000000000002,0.20000000000000001,0.58299999999999996,46,6,14,26,0,0,43,6,12,25,0,0,1,0,1,0,0,0,2,0,1,1,0,0,112,90,10,12,31,31,0,0,6,6,0,0,7,4,2,1,0.81100000000000005
2419,2021-11-05 04:55:00.860,-0.20832386874036113,-4.0409694229653348E-2,68.100000000000009,29.799999999999997,12.800000000000001,6.4000000000000004,2.1000000000000001,0.0,3,0,0.29099999999999998,0.65200000000000002,0.20000000000000001,0.58299999999999996,46,6,15,25,0,0,43,6,13,24,0,0,1,0,1,0,0,0,2,0,1,1,0,0,112,90,10,12,31,31,0,0,6,6,0,0,7,4,2,1,0.81100000000000005
2420,2021-11-05 05:55:00.807,-0.18826632138972929,-8.2503580597793141E-2,75.0,39.600000000000001,12.5,8.3000000000000007,2.1000000000000001,0.0,1,0,0.29099999999999998,0.64200000000000002,0.20000000000000001,0.83299999999999996,46,6,13,27,0,0,42,6,11,25,0,0,1,0,1,0,0,0,3,0,1,2,0,0,112,90,10,12,32,32,0,0,7,6,0,1,7,4,2,1,0.79200000000000004
2421,2021-11-05 06:55:00.907,-5.6766641602580811E-2,0.10902233223043284,78.700000000000003,42.600000000000001,12.800000000000001,12.800000000000001,2.1000000000000001,0.0,3,0,0.29599999999999999,0.66800000000000004,0.20000000000000001,0.58299999999999996,47,6,13,28,0,0,44,6,11,27,0,0,1,0,1,0,0,0,2,0,1,1,0,0,112,90,10,12,32,32,0,0,7,6,0,1,7,4,2,1,0.82999999999999996
2422,2021-11-05 07:55:00.757,-0.13832509929756415,-5.1102295763308603E-2,78.700000000000003,46.800000000000004,12.800000000000001,12.800000000000001,2.1000000000000001,0.0,1,0,0.29199999999999998,0.67200000000000004,0.20000000000000001,0.33300000000000002,46,6,14,26,0,0,44,6,12,26,0,0,1,0,1,0,0,0,1,0,1,0,0,0,112,90,10,12,32,32,0,0,6,6,0,0,7,4,2,1,0.82999999999999996
2423,2021-11-05 08:55:01.060,-0.31433479559742772,-0.23341585143541921,75.5,55.100000000000001,12.199999999999999,12.199999999999999,2.0,0.0,1,0,0.22900000000000001,0.42799999999999999,0.40000000000000002,0.25,51,6,16,28,0,1,48,6,14,27,0,1,2,0,2,0,0,0,1,0,0,1,0,0,112,90,10,12,34,34,0,0,8,7,0,1,10,7,2,1,0.90600000000000003
2424,2021-11-05 09:55:01.113,-0.16651225782872972,1.1007331227584211E-2,78.799999999999997,61.5,11.5,11.5,1.8999999999999999,0.0,5,0,0.252,0.45200000000000001,0.69999999999999996,0.25,59,6,18,35,0,0,54,6,16,32,0,0,4,0,2,2,0,0,1,0,0,1,0,0,112,90,10,12,30,30,0,0,9,8,0,1,10,7,2,1,1.0189999999999999
2425,2021-11-05 10:55:00.837,-5.0700705527353548E-2,1.977546865193705E-4,65.100000000000009,50.799999999999997,9.5,9.5,1.6000000000000001,0.0,11,0,0.23200000000000001,0.38400000000000001,1.1000000000000001,0.25,63,5,21,36,1,0,56,5,17,33,1,0,6,0,4,2,0,0,1,0,0,1,0,0,112,90,10,12,18,18,0,0,7,6,0,1,10,7,2,1,1.0569999999999999
2426,2021-11-05 11:55:00.883,0.12688574639008271,0.24407819166494754,57.599999999999994,50.0,13.600000000000001,9.0999999999999996,1.5,0.0,6,0,0.22500000000000001,0.34000000000000002,1.6659999999999999,0.58299999999999996,65,4,20,41,0,0,54,4,16,34,0,0,9,0,3,6,0,0,2,0,1,1,0,0,112,90,10,12,13,12,1,0,5,3,1,1,10,7,2,1,1.0189999999999999
2427,2021-11-05 12:55:01.063,-0.10774181851988462,-0.10364524513862686,53.400000000000006,45.200000000000003,12.300000000000001,8.2000000000000011,4.1000000000000005,0.0,9,0,0.216,0.32700000000000001,1.875,0.25,62,4,18,40,0,0,52,4,15,33,0,0,9,0,3,6,0,0,1,0,0,1,0,0,112,90,10,12,14,12,2,0,5,3,1,1,10,7,2,1,0.98099999999999998
2428,2021-11-05 13:55:01.290,-6.2918068993752185E-2,-4.0169977404619597E-2,50.700000000000003,42.299999999999997,12.699999999999999,8.5,4.2000000000000002,0.0,4,0,0.20399999999999999,0.32200000000000001,1.5,0.0,58,4,18,36,0,0,51,4,15,32,0,0,7,0,3,4,0,0,0,0,0,0,0,0,112,90,10,12,14,12,2,0,4,3,1,0,10,7,2,1,0.96199999999999997
2429,2021-11-05 14:55:01.400,-0.44670621315386949,-0.30188997205286788,47.699999999999996,36.899999999999999,7.7000000000000002,6.2000000000000002,1.5,0.0,4,0,0.17499999999999999,0.26400000000000001,1.3999999999999999,0.25,51,5,16,30,0,0,42,5,12,25,0,0,8,0,4,4,0,0,1,0,0,1,0,0,112,90,10,12,10,10,0,0,3,3,0,0,10,7,2,1,0.79200000000000004
2430,2021-11-05 15:55:01.087,-0.16293526164038738,1.8500810596910916E-2,43.299999999999997,35.799999999999997,9.0,4.5,0.0,0.0,6,0,0.153,0.251,0.69999999999999996,0.0,48,4,17,27,0,0,44,4,15,25,0,0,4,0,2,2,0,0,0,0,0,0,0,0,112,90,10,12,2,2,0,0,4,4,0,0,10,7,2,1,0.82999999999999996
2431,2021-11-05 16:55:01.007,-7.1193289724400394E-2,6.2132675360262762E-2,42.600000000000001,31.5,9.3000000000000007,3.6999999999999997,0.0,0.0,5,0,0.16300000000000001,0.25,1.0,0.5,50,6,13,31,0,0,42,6,11,25,0,0,6,0,2,4,0,0,2,0,0,2,0,0,112,90,10,12,5,5,0,0,10,8,0,2,10,7,2,1,0.79200000000000004
2432,2021-11-05 17:55:01.057,2.8216868974716453E-2,9.8885843477075644E-2,29.799999999999997,17.5,8.7999999999999989,1.7999999999999998,0.0,0.0,8,0,0.16600000000000001,0.26500000000000001,0.75,0.5,48,6,12,30,0,0,42,6,9,27,0,0,4,0,3,1,0,0,2,0,0,2,0,0,112,90,10,12,11,11,0,0,10,8,0,2,10,7,2,1,0.79200000000000004
2433,2021-11-05 18:55:01.050,0.18429520855829218,0.32449023844258573,28.100000000000001,12.300000000000001,7.0000000000000009,1.7999999999999998,0.0,0.0,8,0,0.16,0.25700000000000001,0.75,0.5,44,6,12,26,0,0,38,6,9,23,0,0,4,0,3,1,0,0,2,0,0,2,0,0,112,90,10,12,15,15,0,0,9,8,0,1,10,7,2,1,0.71699999999999997
2434,2021-11-05 19:55:01.437,-0.0559496036058513,-0.13816298017751508,32.0,12.0,6.0,2.0,0.0,0.0,2,0,0.16800000000000001,0.26600000000000001,1.05,0.25,44,6,16,22,0,0,37,6,13,18,0,0,6,0,3,3,0,0,1,0,0,1,0,0,112,90,10,12,17,17,0,0,8,7,0,1,10,7,2,1,0.69799999999999995
2435,2021-11-05 20:55:01.130,-0.0749383853548512,0.11524880532702378,24.5,7.5,3.7999999999999998,1.8999999999999999,0.0,0.0,5,0,0.214,0.38600000000000001,0.55000000000000004,0.91600000000000004,46,4,19,23,0,0,40,4,15,21,0,0,3,0,2,1,0,0,3,0,2,1,0,0,112,90,10,12,16,16,0,0,10,9,0,1,8,5,2,1,0.755
2436,2021-11-05 21:55:01.227,-0.28871479339223965,-0.30295158163303632,24.600000000000001,7.0000000000000009,5.2999999999999998,1.7999999999999998,0.0,0.0,10,0,0.21299999999999999,0.38500000000000001,0.55000000000000004,0.91600000000000004,44,4,19,21,0,0,38,4,15,19,0,0,3,0,2,1,0,0,3,0,2,1,0,0,112,90,10,12,19,19,0,0,11,10,0,1,8,5,2,1,0.71699999999999997
2437,2021-11-05 22:55:01.287,2.7536086544585631E-2,0.11297778935465753,31.399999999999999,7.7999999999999998,5.8999999999999995,2.0,2.0,0.0,5,0,0.20799999999999999,0.39400000000000002,0.59999999999999998,0.33300000000000002,41,4,21,16,0,0,37,4,17,16,0,0,3,0,3,0,0,0,1,0,1,0,0,0,112,90,10,12,21,21,0,0,11,10,0,1,8,5,2,1,0.69799999999999995
2438,2021-11-05 23:55:01.213,5.3261082325402498E-2,0.17622636686307711,43.799999999999997,10.4,8.3000000000000007,4.2000000000000002,2.1000000000000001,0.0,6,0,0.22700000000000001,0.41799999999999998,0.5,1.0,44,4,20,20,0,0,38,4,16,18,0,0,3,0,1,2,0,0,3,0,3,0,0,0,112,90,10,12,24,24,0,0,12,11,0,1,8,5,2,1,0.71699999999999997
2439,2021-11-06 00:55:01.140,-0.20340118112627262,-0.17712844629184599,44.0,10.0,8.0,4.0,2.0,0.0,8,0,0.24199999999999999,0.49199999999999999,0.40000000000000002,0.91600000000000004,42,3,21,18,0,0,37,3,17,17,0,0,2,0,2,0,0,0,3,0,2,1,0,0,112,90,10,12,22,22,0,0,11,9,0,2,7,4,2,1,0.69799999999999995
2440,2021-11-06 01:55:01.197,-0.49048078050291816,-0.38164544825149505,44.899999999999999,18.399999999999999,8.2000000000000011,4.1000000000000005,2.0,0.0,5,1,0.23699999999999999,0.503,0.20000000000000001,0.66600000000000004,41,3,22,16,0,0,38,3,19,16,0,0,1,0,1,0,0,0,2,0,2,0,0,0,112,90,10,12,21,21,0,0,11,10,0,1,7,4,2,1,0.71699999999999997
2441,2021-11-06 02:55:01.570,-0.2105176295897257,-0.17758184982179642,52.300000000000004,18.199999999999999,6.8000000000000007,2.2999999999999998,0.0,0.0,2,1,0.22800000000000001,0.47099999999999997,0.34999999999999998,0.66600000000000004,40,3,21,16,0,0,36,3,18,15,0,0,2,0,1,1,0,0,2,0,2,0,0,0,112,90,10,12,20,20,0,0,12,10,0,2,7,4,2,1,0.67900000000000005
2442,2021-11-06 03:55:01.177,-5.2894049015302896E-2,0.21733450508936777,58.099999999999994,23.300000000000001,7.0000000000000009,2.2999999999999998,0.0,0.0,3,1,0.217,0.45700000000000002,0.20000000000000001,0.66600000000000004,38,3,20,15,0,0,35,3,17,15,0,0,1,0,1,0,0,0,2,0,2,0,0,0,112,90,10,12,20,20,0,0,12,10,0,2,7,4,2,1,0.66000000000000003
2443,2021-11-06 04:55:00.180,-3.6725712696064575E-2,0.10418805008731528,66.700000000000003,33.300000000000004,7.7000000000000002,2.6000000000000001,0.0,0.0,3,1,0.23100000000000001,0.48899999999999999,0.20000000000000001,0.66600000000000004,41,3,20,18,0,0,38,3,17,18,0,0,1,0,1,0,0,0,2,0,2,0,0,0,112,90,10,12,20,20,0,0,12,10,0,2,7,4,2,1,0.71699999999999997
2444,2021-11-06 05:55:00.230,-0.165925489720575,-0.13277302517560588,68.300000000000011,41.5,7.2999999999999998,4.9000000000000004,0.0,0.0,0,1,0.217,0.45700000000000002,0.20000000000000001,0.66600000000000004,38,3,20,15,0,0,35,3,17,15,0,0,1,0,1,0,0,0,2,0,2,0,0,0,112,90,10,12,20,20,0,0,11,9,0,2,7,4,2,1,0.66000000000000003
2445,2021-11-06 06:55:00.570,-0.1340885225614305,-7.6328623554494573E-2,78.900000000000006,52.600000000000001,7.9000000000000004,5.2999999999999998,0.0,0.0,1,1,0.20399999999999999,0.42799999999999999,0.20000000000000001,0.66600000000000004,36,3,18,15,0,0,33,3,15,15,0,0,1,0,1,0,0,0,2,0,2,0,0,0,112,90,10,12,20,20,0,0,10,8,0,2,7,4,2,1,0.623
2446,2021-11-06 07:55:00.603,1.3542392117308788E-2,0.21855035928361743,81.100000000000009,54.100000000000001,8.0999999999999996,8.0999999999999996,0.0,0.0,1,1,0.21099999999999999,0.442,0.20000000000000001,0.66600000000000004,38,3,16,19,0,0,35,3,13,19,0,0,1,0,1,0,0,0,2,0,2,0,0,0,112,90,10,12,20,20,0,0,9,7,0,2,7,4,2,1,0.66000000000000003
2447,2021-11-06 08:55:00.350,0.19923826205077511,0.31506977722414781,76.299999999999997,57.899999999999999,7.9000000000000004,7.9000000000000004,0.0,0.0,1,1,0.158,0.27500000000000002,0.0,0.91600000000000004,40,4,16,20,0,0,37,4,14,19,0,0,0,0,0,0,0,0,3,0,2,1,0,0,112,90,10,12,21,21,0,0,9,7,0,2,10,7,2,1,0.69799999999999995
2448,2021-11-06 09:55:00.483,9.0636143450953513E-2,9.7130076320053049E-2,73.200000000000003,53.700000000000003,7.2999999999999998,7.2999999999999998,0.0,0.0,4,1,0.19600000000000001,0.32900000000000001,1.05,0.0,50,4,15,31,0,0,43,4,15,24,0,0,7,0,0,7,0,0,0,0,0,0,0,0,112,90,10,12,24,24,0,0,9,9,0,0,10,7,2,1,0.81100000000000005
2449,2021-11-06 10:55:00.337,-0.13809066374332568,-0.1424263247471256,56.599999999999994,43.399999999999999,5.7000000000000002,5.7000000000000002,0.0,0.0,10,1,0.186,0.30499999999999999,0.90000000000000002,0.25,52,4,15,33,0,0,45,4,15,26,0,0,6,0,0,6,0,0,1,0,0,1,0,0,112,90,10,12,16,16,0,0,8,7,0,1,10,7,2,1,0.84899999999999998
2450,2021-11-06 11:55:00.240,0.21751580630662304,0.16824725093371917,48.299999999999997,40.0,6.7000000000000002,5.0,0.0,0.0,5,1,0.191,0.29799999999999999,1.1659999999999999,0.5,56,3,16,37,0,0,47,3,16,28,0,0,7,0,0,7,0,0,2,0,0,2,0,0,112,90,10,12,13,12,1,0,9,7,0,2,10,7,2,1,0.88700000000000001
2451,2021-11-06 12:55:00.720,-5.4723107465299015E-2,-7.1749092492137845E-2,45.0,40.0,6.7000000000000002,5.0,0.0,0.0,4,1,0.17100000000000001,0.27200000000000002,1.0,0.25,50,3,14,33,0,0,43,3,14,26,0,0,6,0,0,6,0,0,1,0,0,1,0,0,112,90,10,12,13,12,1,0,8,7,0,1,10,7,2,1,0.81100000000000005
2452,2021-11-06 13:55:00.327,-0.6777243365387835,-0.70094067538430149,44.100000000000001,39.0,13.600000000000001,5.0999999999999996,0.0,0.0,2,1,0.191,0.30599999999999999,0.94999999999999996,0.5,55,4,13,38,0,0,47,4,12,31,0,0,6,0,1,5,0,0,2,0,0,2,0,0,112,90,10,12,15,15,0,0,7,6,0,1,10,7,2,1,0.88700000000000001
2453,2021-11-06 14:55:00.310,-0.63734538073837443,-0.50862813429277143,41.699999999999996,36.700000000000003,11.700000000000001,5.0,0.0,0.0,7,1,0.16800000000000001,0.26600000000000001,1.0,0.25,47,6,10,31,0,0,40,6,8,26,0,0,6,0,2,4,0,0,1,0,0,1,0,0,112,90,10,12,15,15,0,0,6,5,0,1,10,7,2,1,0.755
2454,2021-11-06 15:55:00.280,-3.7228595084509812E-3,0.21532110765915674,42.899999999999999,26.800000000000001,10.699999999999999,5.4000000000000004,1.7999999999999998,0.0,4,1,0.13800000000000001,0.224,0.80000000000000004,0.0,40,5,7,28,0,0,35,5,6,24,0,0,5,0,1,4,0,0,0,0,0,0,0,0,112,90,10,12,13,13,0,0,5,5,0,0,10,7,2,1,0.66000000000000003
2455,2021-11-06 16:55:00.310,0.51148955837101928,0.8112657031565822,44.700000000000003,25.5,10.6,6.4000000000000004,2.1000000000000001,0.0,2,1,0.111,0.17699999999999999,0.55000000000000004,0.25,33,4,4,25,0,0,29,3,4,22,0,0,3,1,0,2,0,0,1,0,0,1,0,0,112,90,10,12,12,12,0,0,4,3,0,1,10,7,2,1,0.54700000000000004
2456,2021-11-06 17:55:00.390,-5.8984328589983731E-2,-0.13139610835233081,41.899999999999999,16.300000000000001,9.3000000000000007,4.7000000000000002,0.0,0.0,5,1,0.121,0.184,0.90000000000000002,0.25,36,4,7,25,0,0,30,3,6,21,0,0,5,1,1,3,0,0,1,0,0,1,0,0,112,90,10,12,11,11,0,0,5,4,0,1,10,7,2,1,0.56599999999999995
2457,2021-11-06 18:55:00.383,-0.23450313920195565,-0.45367777888658456,37.5,10.0,5.0,2.5,0.0,0.0,6,1,0.11600000000000001,0.16800000000000001,1.05,0.25,35,3,5,27,0,0,28,2,4,22,0,0,6,1,1,4,0,0,1,0,0,1,0,0,112,90,10,12,12,12,0,0,7,6,0,1,10,7,2,1,0.52800000000000002
2458,2021-11-06 19:55:01.010,-0.20099565226799937,-0.12882079508170569,31.600000000000001,10.5,5.2999999999999998,2.6000000000000001,0.0,0.0,3,1,0.13,0.183,1.1499999999999999,0.58299999999999996,38,3,9,26,0,0,30,2,5,23,0,0,6,1,3,2,0,0,2,0,1,1,0,0,112,90,10,12,13,13,0,0,8,6,0,2,10,7,2,1,0.56599999999999995
